youtube_link,p1_character,p2_character
www.youtube.com/embed/AWiB4S1h-vc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Captain Falcon,Luigi
www.youtube.com/embed/YZSvioOo4Wc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Fox
www.youtube.com/embed/ZCyWpKyMDTA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sheik,Falco
www.youtube.com/embed/wPNzsJzCWZk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Marth
www.youtube.com/embed/yvZcQWivSzs?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Marth
www.youtube.com/embed/phLwEZJA964?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Marth,Peach
www.youtube.com/embed/NcqYeyR-3JE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Samus,Mr. Game & Watch
www.youtube.com/embed/GgWmj0j8JJc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Fox
www.youtube.com/embed/b3IUKLNnD1I?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Fox
www.youtube.com/embed/jxGyMNBaY4w?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Jigglypuff,Fox
www.youtube.com/embed/VW0a4DEbpqA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Marth,Falco
www.youtube.com/embed/I7T0G758d2o?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sheik,Fox
www.youtube.com/embed/pqs5vfBy434?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Marth
www.youtube.com/embed/m9ujbi2loL4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Samus,Fox
www.youtube.com/embed/s5IMUrCG8DU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Peach
www.youtube.com/embed/6e2e2FaCwck?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Samus
www.youtube.com/embed/TyZvJbq9Qto?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Peach
www.youtube.com/embed/gAI9nU153Ro?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Captain Falcon
www.youtube.com/embed/v3PUBWZgbHU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ice Climbers,Fox
www.youtube.com/embed/fxvALKdXpHk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Fox
www.youtube.com/embed/zBX99_7OrmA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ice Climbers,Falco
www.youtube.com/embed/_nSaw9cXBUs?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sheik,Sheik
www.youtube.com/embed/Q7qA3YRyjeE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Captain Falcon,Fox
www.youtube.com/embed/rUyiSKSbF_4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Jigglypuff,Fox
www.youtube.com/embed/zxKLt3Qhq9c?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Fox
www.youtube.com/embed/Eog3YBZBwII?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ice Climbers,Sheik
www.youtube.com/embed/r-3mZNoyrHE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Marth
www.youtube.com/embed/xhKYzNE1pUY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Sheik
www.youtube.com/embed/vXAVwi34ZSY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Captain Falcon
www.youtube.com/embed/GUu6A-uCXSw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Captain Falcon,Fox
www.youtube.com/embed/hmBb8rFIm_Q?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Fox
www.youtube.com/embed/yzmXkdCBrz8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sheik,Fox
www.youtube.com/embed/Orr3h5sXDIU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Captain Falcon
www.youtube.com/embed/r3AOGaPg8rc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Sheik
www.youtube.com/embed/TvGw6g4y7xk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Sheik
www.youtube.com/embed/93_g3429mRc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ice Climbers,Falco
www.youtube.com/embed/RMbwTbPjkY0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Ice Climbers
www.youtube.com/embed/dOGb81Yqg9k?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Captain Falcon,Peach
www.youtube.com/embed/wOh0OiWZGz4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Falco
www.youtube.com/embed/iZWHSuE_He4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Marth
www.youtube.com/embed/hkFS_Kd3oWY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Sheik
www.youtube.com/embed/kD1_aygusfw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pikachu,Fox
www.youtube.com/embed/pRozGOnwVI4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Captain Falcon,Fox
www.youtube.com/embed/WqW13xhBoFc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Captain Falcon,Pikachu
www.youtube.com/embed/73N_sPovScQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sheik,Peach
www.youtube.com/embed/S5JTkG840YY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Captain Falcon,Fox
www.youtube.com/embed/hnyD4w7vI8U?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sheik,Fox
www.youtube.com/embed/9XTmhCWlRbA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sheik,Pikachu
www.youtube.com/embed/JL7rstGS5-E?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Captain Falcon
www.youtube.com/embed/mw5S7HfwCF8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Samus
www.youtube.com/embed/2Zvm9OKnKSM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Peach
www.youtube.com/embed/hZFG0Fpei1Q?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Sheik
www.youtube.com/embed/9J9QC8LtpTE?end=1229&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Falco
www.youtube.com/embed/EVytXvDbyxo?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Dr. Mario,Peach
www.youtube.com/embed/PJfnmjGiIIM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sheik,Samus
www.youtube.com/embed/TVeEnWExRlc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pikachu,Sheik
www.youtube.com/embed/RPah4iXC-5Y?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Marth,Falco
www.youtube.com/embed/v44NWDm8Jyo?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Peach
www.youtube.com/embed/8OXgFFFGioA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Captain Falcon,Falco
www.youtube.com/embed/lN67j-W70qw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Luigi
www.youtube.com/embed/Qhy-wFjfGFM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Jigglypuff
www.youtube.com/embed/62YTBh1oz5g?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Marth,Fox
www.youtube.com/embed/zzKajoJQBq8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Luigi
www.youtube.com/embed/NXtAgWuB6MA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Marth,Sheik
www.youtube.com/embed/_xVsj8xyFR8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Pikachu
www.youtube.com/embed/XLhWoDlR1nk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Captain Falcon,Falco
www.youtube.com/embed/NQcrRPR4bBM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ice Climbers,Captain Falcon
www.youtube.com/embed/syBtzhaZdu8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ice Climbers,Jigglypuff
www.youtube.com/embed/JKyVlQwgiLg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Marth,Sheik
www.youtube.com/embed/fCxp5C3bZWg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Marth,Marth
www.youtube.com/embed/xklfpZyReMQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Jigglypuff
www.youtube.com/embed/PFoCRYzU1Cc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Marth
www.youtube.com/embed/8SnTyceMMFI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Samus
www.youtube.com/embed/aOegxYrAYo4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Falco
www.youtube.com/embed/79P-jsk6Tuk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Captain Falcon,Captain Falcon
www.youtube.com/embed/N2WRmKuEEs4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Marth,Falco
www.youtube.com/embed/w9Jfm9dgtuo?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Fox
www.youtube.com/embed/nO0HNiN6vm0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sheik,Marth
www.youtube.com/embed/PMYct_enZlY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sheik,Pikachu
www.youtube.com/embed/uuE0uFpls40?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Samus,Jigglypuff
www.youtube.com/embed/zqxDVfLh5rI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Luigi
www.youtube.com/embed/aWrIk1OlcoI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mewtwo,Falco
www.youtube.com/embed/ICq7jFHRBxg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Sheik
www.youtube.com/embed/EjyflWOuOWE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Captain Falcon
www.youtube.com/embed/W5vsyHjg8g8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sheik,Captain Falcon
www.youtube.com/embed/-lDRJFQjfvI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Marth,Fox
www.youtube.com/embed/xBkp6HvxWX8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Falco
www.youtube.com/embed/KDzkOz9a1P4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ice Climbers,Fox
www.youtube.com/embed/PLPu2JXAmCg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ice Climbers,Fox
www.youtube.com/embed/SLvKKtQADBg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Marth,Falco
www.youtube.com/embed/KgjsEX96t2E?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Jigglypuff,Dr. Mario
www.youtube.com/embed/MHcCIYBalug?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Captain Falcon,Sheik
www.youtube.com/embed/Dcj3VXWtbOA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ice Climbers,Fox
www.youtube.com/embed/nrxGkXl8WxA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Sheik
www.youtube.com/embed/81QaeBgYwyE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Dr. Mario,Sheik
www.youtube.com/embed/uYyFw4Vn4Co?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Captain Falcon
www.youtube.com/embed/YKMw0GmFCMY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Fox
www.youtube.com/embed/dbXVx3w20Xw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Dr. Mario
www.youtube.com/embed/qMzqxUl0_io?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Peach
www.youtube.com/embed/c0JxweKanXI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sheik,Falco
www.youtube.com/embed/oiYQxvCDxxU?start=136&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ice Climbers,Sheik
www.youtube.com/embed/cjtAj2JrfK4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Peach
www.youtube.com/embed/an0EHeEwpyg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Jigglypuff
www.youtube.com/embed/iROUego7D7A?start=81&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ganondorf,Samus
www.youtube.com/embed/09deWbcNSG4?start=41&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ganondorf,Ice Climbers
www.youtube.com/embed/zz1WAcm_OBw?start=54&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ganondorf,Sheik
www.youtube.com/embed/89hRQNI7oM8?start=111&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Captain Falcon,Samus
www.youtube.com/embed/lxY7fzZRx1k?start=73&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Marth,Captain Falcon
www.youtube.com/embed/d5xT6A5r0lA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Peach
www.youtube.com/embed/J3LrEYnj25Q?start=96&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Samus,Captain Falcon
www.youtube.com/embed/0qjG5462Fss?start=83&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Yoshi,Link
www.youtube.com/embed/Una5_3ANKEY?start=60&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Peach
www.youtube.com/embed/DRkPUvK93HI?start=52&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ice Climbers,Fox
www.youtube.com/embed/yn9XljSfFEc?start=58&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Jigglypuff,Fox
www.youtube.com/embed/zIY5cPVWqHI?start=42&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ice Climbers,Captain Falcon
www.youtube.com/embed/0boFOyAenZM?start=46&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Mario
www.youtube.com/embed/yseadPHzQCs?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ice Climbers,Falco
www.youtube.com/embed/YlRSAl5nYfQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ice Climbers,Samus
www.youtube.com/embed/ebFxa71gtW0?start=80&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Dr. Mario,Falco
www.youtube.com/embed/RS7zVkIEgNQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sheik,Falco
www.youtube.com/embed/Ib2kwouEI-w?start=62&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Kirby,Fox
www.youtube.com/embed/q7WLiGR-HVw?start=33&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ice Climbers,Captain Falcon
www.youtube.com/embed/BjD3DzK94f4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Jigglypuff
www.youtube.com/embed/MM6DrDkx8d0?start=295&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ice Climbers,Fox
www.youtube.com/embed/GkkC9-olMUg?start=135&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Sheik
www.youtube.com/embed/VdYwfMp5Nl4?start=165&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Marth,Fox
www.youtube.com/embed/ZKPOT6GCZhU?start=401&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Sheik
www.youtube.com/embed/Uk7JN8Nr0jk?start=136&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ice Climbers,Mr. Game & Watch
www.youtube.com/embed/I_o9lPgaAyM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Peach
www.youtube.com/embed/eJDYuFf4i9E?start=187&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Samus,Sheik
www.youtube.com/embed/zKRtm_vswJc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Sheik
www.youtube.com/embed/8ELvhCRmRfI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Sheik
www.youtube.com/embed/JPtP8Bkq7ns?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Sheik
www.youtube.com/embed/ojeRpC81_Hc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Sheik
www.youtube.com/embed/18H_efEjG8c?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sheik,Fox
www.youtube.com/embed/YQvUKQncnAc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Fox
www.youtube.com/embed/ODadTgJ9-OE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Falco
www.youtube.com/embed/kIYdcbcqAQc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Fox
www.youtube.com/embed/Ya7qq5OyiUw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sheik,Sheik
www.youtube.com/embed/F4z5fo6PJ9g?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Fox
www.youtube.com/embed/XN8mXh5J3WI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Peach
www.youtube.com/embed/-dXA7y2MAMs?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Falco
www.youtube.com/embed/gyDf4fsHZgY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Marth
www.youtube.com/embed/nySe0QjvbR8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Sheik
www.youtube.com/embed/-_XTPY6kuY0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Sheik
www.youtube.com/embed/Cv_eeBx--WI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Sheik
www.youtube.com/embed/IUQUacwz4QU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Samus,Fox
www.youtube.com/embed/S2i4wOBzMic?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Falco
www.youtube.com/embed/ks_qX0D2nvs?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Falco
www.youtube.com/embed/f2odOh2C8MU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Peach
www.youtube.com/embed/qIydET_BGkM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Luigi
www.youtube.com/embed/aruFNQBwYWs?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Sheik
www.youtube.com/embed/iroK_Kbp3L4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Sheik
www.youtube.com/embed/mbqMQSilUII?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Dr. Mario,Fox
www.youtube.com/embed/h_Xzametseo?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Jigglypuff,Fox
www.youtube.com/embed/V5zs7MP5tCQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Samus,Sheik
www.youtube.com/embed/VDSFWCrs_lg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Luigi
www.youtube.com/embed/qK-LvOF4cck?start=168&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Marth,Jigglypuff
www.youtube.com/embed/flk_HERuz78?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Falco
www.youtube.com/embed/HxhPM3yWCss?start=118&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Captain Falcon,Marth
www.youtube.com/embed/rYQJzVgkSMI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Marth,Fox
www.youtube.com/embed/TNBj4VxLQFs?start=86&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Fox
www.youtube.com/embed/9SdVqFAhpjI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Samus,Fox
www.youtube.com/embed/HYw7C9bwa8c?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Ice Climbers
www.youtube.com/embed/IQNbVuKhbog?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Falco
www.youtube.com/embed/UfwY5e8rOY8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Captain Falcon,Peach
www.youtube.com/embed/jTMwxdTWHuw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Jigglypuff,Fox
www.youtube.com/embed/0iU10LKsMCk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Sheik
www.youtube.com/embed/knN-lh71GdE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Peach
www.youtube.com/embed/khMFDCM1Ens?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Fox
www.youtube.com/embed/sqqvu1j3TTw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Samus,Captain Falcon
www.youtube.com/embed/XSoot_32_ow?start=136&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Marth,Marth
